RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31
102001,0,United States,country,,0.9827586206896551,0.9846153846153847,0.9882352941176471,0.9909480705097665,0.9931662870159453,0.9938752677826308,0.991676583432501,0.9888418622547134,0.9871018689128718,0.9853458207730756,0.9842105263157894,0.9826086956521739,0.98125,0.983510011778563,0.9860724233983287,0.9885931558935361,0.9906648885502001,0.9913597089586176,0.9903846153846154,0.9888169511477339,0.9874826147426982,0.9866238630283574,0.986046511627907,0.9847878302642114,0.9829787234042553,0.9858585858585859,0.9901535095101834,0.9935897435897436,0.9914040114613181,0.9933184855233853,0.9976905311778291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0040160642570282,1.0106382978723405,1.0080800307810696,1.0005002501250626,1.0,1.0,1.0,1.0,1.0,1.0,1.0058823529411764,1.0153846153846153,1.016,1.0091908451973328,1.0,1.0,1.0,0.9976865240023135,0.9914346895074947,0.9871244635193133,0.9845664876449481,0.988296488946684,0.9978768577494692,1.0,1.0,1.0,1.0,1.0
394913,1,"New York, NY",msa,NY,0.9780964783020916,0.9772077922077922,0.9789290054398869,0.9795479009687836,0.9805013927576601,0.9848602824687362,0.9846153846153847,0.9838492305016955,0.9818181818181818,0.979498861047836,0.978494623655914,0.9782608695652174,0.975609756097561,0.9755796372485829,0.9764705882352941,0.9782608695652174,0.9807692307692307,0.9828233900831411,0.9820097649386917,0.9819277108433735,0.98,0.9788206869131725,0.9786988149242224,0.9790209790209791,0.9776536312849162,0.9764705882352941,0.9799554565701559,0.9838898772026996,0.9822794562228161,0.9823157894736843,0.9876543209876543,0.9933110367892977,1.0,1.0,1.0,1.0,1.0,0.9942857142857143,0.9956754280157462,1.0,1.0,1.0001852194850898,1.0018214936247722,1.0015291413660798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0033444816053512,1.0136518948022366,1.018363939899833,1.0141867217566882,1.0040080160320641,1.0,1.0,1.0,1.0,0.9901980396079216,0.9891218822192525,0.9995,1.0,1.0000014285734693,1.0093736951983299,1.0161979561036043,1.011413517568652
753899,2,"Los Angeles, CA",msa,CA,0.99733963048458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976096340906123,0.9940956741776118,0.9924385633270322,0.9914767785701861,0.9885714285714285,0.9910892889616294,0.9920254980566126,0.9948186528497409,0.9967260822117133,0.9977578475336323,0.9957895439791281,0.9959946595460614,0.9950503498890596,0.9945481695241829,0.9966622162883845,0.9944581725898215,0.993431855500821,1.0,1.0,1.0,1.0,0.9991460290350128,1.0,1.0,1.0,1.000016666944449,1.0002632271650433,1.000217438573603,1.000111123458162,1.0014306151645207,1.0126265783222903,1.0212782254442656,1.026272577996716,1.0300429184549356,1.0304789550072568,1.023768352901791,1.0177876653071314,1.0172143974960877,1.0175456448169207,1.0185582578286443,1.018181818181818,1.0323741007194245,1.0458970792767732,1.0507004669779854,1.041815498042784,1.0260216854613118,1.0061708324844174,1.0,1.0,0.9987254629845358,0.993324060679553,0.9901980396079216,0.9871800046200978,0.9934318061291232,1.0,1.0,1.0026385224274406,1.0078895770439762,1.008,1.0079221899756843
394463,3,"Chicago, IL",msa,IL,0.9714285714285714,0.9732698402388164,0.9771986970684039,0.9799554565701559,0.9816590245935807,0.9816854441443141,0.9808612440191388,0.9788359788359788,0.9770430685517291,0.9761904761904762,0.9739478957915831,0.9724166666666667,0.9714180980310012,0.9741969457609269,0.9777530589543938,0.9795918367346939,0.9809478447249345,0.9809523809523809,0.9797917942437232,0.9790209790209791,0.9782608695652174,0.976681311253802,0.9762532981530343,0.9734991887506761,0.9725813281818745,0.9741969457609269,0.9788732394366197,0.9805356358846773,0.9781400518710633,0.9803921568627451,0.9836612204068023,0.984433322936356,0.9857142857142858,0.9861932938856016,0.9858130229174246,0.9855072463768116,0.9842113410603246,0.984182776801406,0.9914232610651934,1.0,1.0,1.0002326122354035,1.0,1.0,1.0,1.0,0.9963636363636363,0.995702005730659,0.9888888888888889,1.0,1.0,1.0008340283569641,1.007354497926863,1.006455646001519,1.0001861818621243,1.0,0.996047811314945,0.9899958315964985,0.9871500058227352,0.9836612204068023,0.9819967266775778,0.9863851069741595,1.0,1.0,1.0,1.0002857959416975,1.0001852194850898,1.0
394514,4,"Dallas, TX",msa,TX,0.987408170815496,0.9919516776784558,0.9959183673469387,1.0,1.0,1.0,0.9969989996665555,0.9916631929970822,0.9901801668879817,0.9881952576268511,0.9875049375246876,0.9855502037791775,0.9838709677419355,0.9867531765341985,0.9895833333333334,0.9915433361806949,0.9914427348962128,0.9906542056074766,0.990835896413088,0.9888294152665524,0.9868496240601503,0.9874326750448833,0.9875,0.9861111111111112,0.985663082437276,0.9871244635193133,0.9906481741170652,0.9931192660550459,0.9920159362549801,0.9941178359287205,0.9967994879180669,0.9973739556924599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.015625,1.0260869565217392,1.0317460317460319,1.0277777777777777,1.0196078431372548,1.0089285714285714,1.0036789297658864,1.0028612361850184,1.0026982534764635,1.003790038061604,1.0180360721442885,1.0408163265306123,1.0512867149826044,1.047844753406955,1.0307692307692307,1.0081454025811638,1.0,0.9973579920739762,0.991678605539637,0.9874671009436351,0.9846406318110721,0.9818181818181818,0.9861111111111112,0.996116504854369,1.0,1.0,1.0,1.0,0.9967844317817844
394692,5,"Houston, TX",msa,TX,0.9757785467128027,0.9769713886950454,0.9784978643696488,0.9818181818181818,0.9818303050508418,0.982274741506647,0.9815024537561344,0.9811392646218328,0.9790897848795224,0.9784549071618037,0.9782608695652174,0.9777777777777777,0.9764505041205741,0.9783728115345005,0.9795659463447646,0.9814814814814815,0.9830479737457685,0.9830508474576272,0.9833333333333333,0.9809885931558935,0.98,0.9797979797979798,0.980872976949485,0.9793103448275862,0.9782608695652174,0.9796481545360469,0.9825542543337302,0.9846827133479212,0.9830508474576272,0.9842767295597484,0.9859154929577465,0.9864864864864865,0.9868421052631579,0.9874681317102948,0.9878048780487805,0.9866848753840901,0.9868421052631579,0.9896292670021795,0.9966666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001948051948052,1.0068581417406777,1.0002030921564482,1.0,1.0,0.9888579387186629,0.98602069163713,0.9830604014919051,0.9809523809523809,0.9792906263094328,0.9817073170731707,0.98526414315888,0.991998666222074,0.9923969587835134,0.9923076923076923,0.992792854926032,0.9884615384615385
395209,6,"Washington, DC",msa,VA,0.9933774834437086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9980059731263742,0.9942220491278827,0.9935431757777893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982456140350877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0001365517305927,1.011111111111111,1.017766550449905,1.0235294117647058,1.01875,1.0102544866985976,1.0002222716159146,1.0,1.0,1.0,1.0,1.0,1.0076433121019108,1.0210735719048678,1.027027027027027,1.023076923076923,1.0093403417703573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0004001600640255,1.0083341736125115,1.005728997162132,1.0002985965959987,1.0
394974,7,"Philadelphia, PA",msa,PA,0.9793707022296312,0.9806485355648535,0.9848484848484849,0.9862944296906562,0.9904886848146933,0.9912445278298937,0.988821883395096,0.9867531765341985,0.9853160246861035,0.9833971902937421,0.981999927999712,0.9816992153967292,0.9802150862542578,0.98,0.984432925612791,0.9882794485600745,0.992,0.9931918051230673,0.991810737033667,0.9883375880471057,0.9862068965517241,0.9865414970507601,0.9867307382989801,0.9846153846153847,0.9803570802202812,0.984375,0.9904761904761905,0.9949109162620215,0.9923260121725325,0.9949885098848477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0006253908692933,1.0100014855849333,1.009252591380251,1.0004653327128896,1.0,1.0,1.0,1.0,1.0,1.0,1.000210570646452,1.0170056685561855,1.0212765957446808,1.020100502512563,1.0078612627459058,1.0000003571431122,1.0,1.0,1.0,1.0,0.9940117775964167,1.0,1.0,1.0,1.000017935784137,1.0058823529411764,1.0050022737608004,1.0005885815185402
394856,8,"Miami, FL",msa,FL,0.9628942486085343,0.9651847443912076,0.9660697153821554,0.9666666666666667,0.9673115410273516,0.968,0.9672413793103448,0.96875,0.9698275862068966,0.967741935483871,0.9673786358568968,0.9664079263444951,0.9641603076642447,0.9655172413793104,0.9668918616764637,0.9666666666666667,0.9681093394077449,0.9689922480620154,0.96924568070278,0.9692307692307692,0.9673841432395693,0.9703792628162375,0.9688581314878892,0.967741935483871,0.9666666666666667,0.967741935483871,0.9693575894404756,0.9710144927536232,0.9662288930581614,0.9692307692307692,0.9719475536438731,0.9718281103526015,0.9720670391061452,0.9728753175933968,0.9736842105263158,0.9714563273236378,0.972972972972973,0.9726027397260274,0.9753067123599581,0.9781389323825513,0.9817351598173516,0.987533617797775,0.9908813747228382,0.9902626605982425,0.9899888765294772,0.9876543209876543,0.9879518072289156,0.9899860910193297,0.9883953581432573,0.9990255323787722,1.0,1.0,1.0,1.0,1.0,0.9888888888888889,0.9826285313212845,0.9785074550260477,0.9733333333333334,0.9727272727272728,0.9690528290090653,0.9717868338557993,0.9736388925685521,0.9736842105263158,0.9744990892531876,0.9758064516129032,0.9784307596123789,0.9766008558657197
394347,9,"Atlanta, GA",msa,GA,0.9828571428571429,0.9869375907111756,0.9899749373433584,0.994733762434172,0.9971180598812341,0.9948623410057643,0.9943714821763602,0.9904534606205251,0.9896751984898118,0.9878234116687672,0.9866666666666667,0.986013986013986,0.9851796941493012,0.987037037037037,0.9897341405633061,0.9911894273127754,0.9927509051175838,0.9919517102615694,0.9922667792948529,0.9901980396079216,0.9890909090909091,0.9879567258624209,0.9883521236595767,0.987673314339981,0.9848484848484849,0.9890629984051037,0.9922480620155039,0.9969989996665555,0.9952380952380953,0.9940295717880705,0.9976617303195635,0.9983868365865463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.003114186851211,1.0097298630752622,1.0127258004977433,1.0126582278481013,1.008,1.0005130836326321,1.0000528628862129,1.0000298516373622,1.0002381519409382,1.0,1.0066703744901742,1.0153846153846153,1.024390243902439,1.0256410256410255,1.0169491525423728,1.0011123470522802,1.0,1.0,1.0,0.9916683194471991,0.9892704970094744,0.9880458648450842,0.9936507936507937,1.0,1.0,1.0,1.0,1.0,1.0
